R hip,L hip,R knee,L knee,L pelvis,R pelvis,R shoulder,R elbow
65.89611858736387,132.60867221086292,95.19576379193836,141.35036899197578,62.923348247087134,176.87858500066503,21.699397937588785,146.24862930561835
43.523271929891976,165.70492562432995,78.32634224694702,97.46108253163143,81.91056238477844,143.6679721899463,23.178929092886175,155.22538361122486
53.742857055129896,117.43335367393668,88.72794298501947,151.0502551179749,39.01345526893025,160.83019923738559,20.36373523340594,145.51383131060646
38.96589889165076,139.87428645788796,82.94994768563046,112.7898110682109,91.65568084929764,169.3237640934146,17.925464357637086,142.72192978898062
35.66580642118932,141.21735533942834,82.13085998985252,112.04218685686503,93.66161581114022,171.03242209322187,25.64817700421615,150.30375046392504
38.11289147508729,149.2647344009645,81.05547915743475,123.23443956963708,97.18623351178408,178.80157590924,28.871282429764204,159.10856419852746
26.04651773875133,135.55264071708413,75.82330635546491,115.4591112577641,79.21980376455126,152.0310901023556,30.957960865994586,145.92486316294415
27.877515855238475,147.2277022982469,77.87145393972806,100.48735856959811,76.67293431341058,139.84351936465148,29.611084479302065,149.2933704789654
46.29946647837779,136.0975847849446,107.03832249456299,117.35913887872894,95.2703681975704,166.12672649300288,35.26461126160036,152.04094981817323
29.84617278683949,134.75791963689025,90.92202100733395,118.87499639663335,89.53609396581366,173.45921473746972,33.073424440044505,150.00764617804452
30.4869056897698,130.5062637558314,91.69650625969886,118.81674628904608,91.06104137611182,176.46369262341068,20.407411365890503,109.33112896364966
29.846997444624627,134.8572876859567,89.11916664533963,118.25180605483712,64.7773342727174,146.04995681646918,20.93448812429929,131.72132226298768
122.94851758459808,138.60172533782642,23.808264742957945,176.8842336683065,13.889779874291142,169.8887806242114,3.4684198558481087,174.25469714787258
179.95822710730963,145.3751354252663,86.06973442324967,157.2754622263781,137.18845096260034,71.50186994051282,4.179027969449434,172.61862607886715
176.31921126924604,145.75692605745868,173.056915889549,157.48980484626105,138.0328946748878,71.12506343631922,1.344450248603058,166.8543374291671
177.18133953339745,132.85942412720425,174.24440901776015,147.94424329686112,148.0911284842408,72.83817848256727,3.481073572536116,171.66312425709947
179.64652178354743,132.52224305623432,169.00211254779023,147.20714058062197,149.64224744647262,72.86682856147654,5.677556872225642,175.82769462439433
163.4129791017991,135.50113018179457,171.1826721318823,149.61959012972903,142.05994952041831,94.89892603672801,2.9428491293336103,173.68520736743014
156.68616957006995,137.17166680744958,173.52112543728936,150.84249261576187,145.30712432270323,94.39925684056416,1.9641875305408067,158.5198940220545
160.24537682096405,137.26625971216302,170.34549076986295,152.15027430933077,146.95560357844508,88.76052965477884,0.9486068788368991,160.86949161566133
156.95818066550555,161.8898877986476,163.89012694562882,170.29714866403336,123.64626271721734,91.77164592370796,0.8151044856639341,161.17964458696193
141.55557107421214,134.7469430561206,160.25033597896117,150.4874655204643,148.24816585454099,110.7270741352062,2.4605341757748045,164.16595272178708
172.64420725754135,139.2671382128645,179.45164217792941,153.478358389564,134.89686341732198,73.94346128579119,2.946519470361952,173.23339400696594
125.04202962279572,160.6930559786316,173.71557235798883,175.91461931198288,104.18451283694488,145.93216795181897,4.503734870202298,172.1640841883877
126.54828405690023,151.1637922468721,176.57394555858602,161.79426840234132,114.68717616505474,143.11645873667837,4.4548989472403555,171.09765645187804
125.98304190348856,151.259106641624,172.11069879010526,163.07983120638588,115.58769671264156,142.59447717253192,3.9277631228820264,163.07580401600634
139.98204580990364,147.49323969494773,151.85265928966325,159.36609547595708,118.87530142861222,127.67497074160796,4.80417380836709,164.72992708208125
140.97987883030896,148.18820027639453,152.84513616933052,160.12371994445232,117.41571223229985,128.70924765582652,4.61680977481612,159.94908008620467
139.29700079972474,145.46204883772936,159.6378462628184,157.37008443113035,120.27301012471503,129.4709099083777,5.29107432780445,161.02686533355111
144.04562076130006,144.24915172376072,156.6021390728452,156.00023053450363,121.89387878638063,124.42397031175457,5.155414292886829,167.35636320206768
107.31976755773194,152.37769092264446,127.77633111991928,154.90375335121965,112.45917410197929,162.42128645808023,3.7427517907796792,158.56582824237196
111.30901930168093,147.9258021192132,128.9314848540264,159.55033277030395,116.61707270074545,158.59780947124605,4.375229388424625,159.36364851943875
112.63257054407322,150.42531116745565,131.10167988712217,161.96843920766779,111.22487452787416,159.67634690255312,4.7124507979557055,160.08081784591909
111.97957192701264,150.9916325012945,132.5674742425481,163.17684626977646,111.7402395878257,158.31382450323548,5.229641100722573,160.64073056543964
117.09263648366948,151.0882487211406,139.56121949194954,173.13652780893105,112.81035176926036,152.48335041097903,5.892739226912829,162.31389920363208
139.32524322921736,143.16911139662852,166.54884227857156,178.56577725159264,132.05751933131373,118.89740536760047,6.260311396628162,163.88376026575455
118.1172068081406,142.13227806148964,160.12342466458233,177.06336537806249,133.558355503468,139.9952114848279,6.2491448829744645,164.2015727588256
87.51116019657752,150.67548062354885,123.27663135940858,159.41443789217726,124.95092329978672,168.0575146826774,0.5582768776790809,156.7326961305988
91.32267570627445,144.5604659602526,127.2003884859439,155.12846210782456,130.86927893747293,170.0724267811056,0.1897819296639151,157.57834788412674
113.49408242836911,144.17107178738533,157.22479339876028,154.89672585869124,130.3566967245484,144.26524195222532,4.0589932692663595,157.60968851375745
89.19747547961269,157.1015515934886,125.53988051440648,171.74004080523622,117.52771926102963,172.84253151636727,0.06857729007872812,156.85387669761997
95.2627490134674,150.34169559767375,135.6887708319809,158.96131316395267,108.1548665612879,175.39572247393107,1.7146396534956605,156.47038404853276
94.61697206001578,155.76409002201453,135.2307851367402,171.18048849556172,104.40048601084916,179.54064978720152,2.2881979738905387,157.91304807394744
115.46182567693334,155.6254385774666,143.9429985513138,170.4240884995202,100.45347909565974,159.9318688579279,8.082405124516786,161.05336863057576
132.6031268331207,137.25554592338162,144.61998912088492,172.16864630557342,118.67399054082207,142.65082096206518,8.554918569381151,161.18170489718403
96.07628127532047,155.4994635578863,133.78441060958355,169.78950663624815,103.78396859695525,179.04386114660306,3.1151992760872,160.76910646071326
118.38084524807981,155.99975468726183,146.56305815208813,170.5417505251998,100.06765275048949,157.3643199089607,8.453312341406416,163.61290978622458
119.51322856537553,156.5936578079008,148.1644265902059,170.5448770663555,99.65243997033768,156.46540618074624,8.191441350573925,162.43144982515102
120.15696108958744,156.18346469127016,148.317185254583,170.2252519046842,100.73002349087524,154.80892868212408,8.556707187931,164.49202394335052
117.9125365046833,119.40926781064701,175.78778975281148,162.18442149302,36.21748109012352,147.3038053006545,4.4829663371627175,157.97131843344366
116.24471749586603,129.2689499527495,178.6557125160562,179.74373837469813,19.37421931294292,162.2730894489699,4.370648299409989,162.05013520751774
114.03329217410436,121.74977240444026,162.03962688298066,173.24477184201157,17.1055502496801,167.44524831921373,6.992509968098898,178.20195590474896
116.79249350175563,123.28406531658655,169.21488542530406,167.421490336479,34.2524400737596,157.9975189312995,8.08016623790258,171.1372413706011
110.47821890845006,124.56737477607689,170.40254305744674,163.04936199854166,31.000609823876466,168.23554773795237,9.65851572908338,169.28515160715784
105.17852334039257,125.97571015212999,175.41323957652168,156.04121746558735,32.71153956666691,160.59506376783906,12.469863846174617,174.25754198699772
103.41928128554851,126.45453929582114,174.19792409090542,174.88608541049658,22.777196786329487,158.62194832521945,2.5283867424562354,147.34171368654708
85.77727663197315,139.47395949803763,156.76108617269267,159.7385354433289,53.372471659601075,161.47897852099447,1.2099486872339023,144.68895371200486
85.9706634454633,158.43877818238408,155.07204557484206,145.14741185591677,72.66957821107808,163.77014718419716,0.21820752404141458,142.31121878743096
89.55750831196363,123.45633192536664,140.1729370094229,166.1882594157055,35.87054614630194,176.75500864185864,7.962276743606561,141.4472430434375
87.67586666391095,139.3815854291428,139.1121735760126,147.65508969247375,37.80047422303,169.92945983499732,5.965644382274722,145.63874919720183
81.39158810566649,126.43287603203876,138.0228590678675,160.00355944244131,45.97906704568266,179.18777932998864,4.107439601303538,147.02344270254875
80.20537670937199,123.13438615720975,137.19298034485624,159.3718212496194,32.706561464585846,179.65503071394917,5.084869149542286,135.2452635375835
80.12397489220953,138.31855425752144,133.90255280228993,149.30090307708846,46.2889877016688,178.36653168358527,2.826869670195065,146.21248066409444
96.75405355735398,135.07346902481802,179.8950335418443,149.76354951494977,55.73390670174332,148.721145736433,2.2266203152880024,140.8613230740126
82.86367716131483,141.05770880669272,162.40764787216975,140.3549409144804,44.73227418014061,174.0635024740909,4.4579556843509085,145.27723495607745
95.28913851544108,145.02439107552055,169.75314149651146,135.36256118411475,52.74264126298008,159.9455056324111,15.056582933140865,166.3916563132901
139.42784316618105,160.11477464728753,171.7203290106593,121.08876066024298,102.18961780966542,129.4165911381579,48.463076388774674,108.93556026968875
135.52270543832677,159.73206974019143,176.71512640835988,166.57399482423847,101.94588760693082,138.44129622732405,52.74625722846499,108.9778772562778
135.61485106121748,171.10256457542272,178.81838284490541,111.80193023577178,78.59931218863836,139.9088974981198,55.766923430082066,100.59555301830707
139.5800223992834,140.29021362994564,161.13083107637647,156.9828425471907,108.14881901128011,141.75141382090086,55.30389692627611,97.74374518326627
134.24837062688897,140.70401033772637,166.4335905527968,154.3835019343772,106.82350131015494,148.843662896307,61.09555701254638,91.04950034977654
127.40079452305336,155.82519683277246,162.74962999875808,158.71097170460905,90.38580646427042,157.489876697145,62.524897124170465,88.8857096946184
139.31724749899416,164.2827853650733,168.31968697596722,166.35901983806036,105.51477018177421,130.12075526125284,65.95655266025415,80.51769561066577
